1.989186	2.234720	4
2.462463	2.683088	4
2.917947	3.135014	4
3.366315	3.722162	4
3.957021	4.166971	4
4.408947	4.440973	1
4.700742	4.917808	4
5.298565	5.522749	4
5.757608	5.971116	4
6.220209	6.255794	1
6.529796	6.565381	1
6.832266	7.045775	4
7.284192	7.316219	1
7.579545	7.785937	4
8.042147	8.067056	1
8.337500	8.547450	4
8.771634	8.992259	4
9.227118	9.447743	4
9.693278	9.728863	1
9.985073	10.024216	1
10.287543	10.504609	4
10.739469	10.960094	4
11.184278	11.561476	4
11.792776	12.166416	4
12.404834	12.924370	4
13.155671	13.984795	4
14.208979	16.408115	4
16.618064	56.497861	4
