0.842020	16.722519	2
0.926222	1.077786	1
1.340917	1.498796	1
1.764032	1.913491	1
2.199777	2.351341	1
2.631313	2.787086	1
3.069163	3.231252	1
3.490173	3.654367	1
3.913288	4.088007	1
4.365874	4.517438	1
4.805830	4.961603	1
5.249995	5.405769	1
5.704686	5.860460	1
6.140431	6.283575	1
6.586702	6.729845	1
7.001397	7.157171	1
7.447668	7.605546	1
7.868678	8.034977	1
8.329684	8.489667	1
8.765429	8.933833	1
9.209595	9.380104	1
9.651655	9.801114	1
10.097926	10.264225	1
10.561037	10.727336	1
11.007307	11.175711	1
11.436738	11.626192	1
11.872483	12.059832	1
12.322964	12.510313	1
12.752394	12.946059	1
13.194455	13.362859	1
13.625990	13.813339	1
14.086996	14.259610	1
14.495376	14.672200	1
14.939541	15.110050	1
15.379497	15.554216	1
15.806822	15.994171	1
16.236252	16.436232	1
16.505698	16.638317	1
