0.005230	0.115810	2
0.137597	0.263358	2
0.622885	1.140723	4
1.349338	1.765088	4
1.955949	3.411814	4
3.685528	4.169337	4
4.574730	4.691614	2
4.691614	4.823293	2
5.107364	5.372201	4
5.617142	5.679903	1
5.909273	6.012841	2
6.345737	6.870973	4
7.289682	8.239545	4
8.491066	9.600719	4
10.156881	10.218895	1
10.397466	10.460974	1
10.626039	10.961894	4
11.507744	11.574989	1
12.030120	12.305314	4
12.749175	13.028808	4
13.286248	13.667968	4
14.006782	14.236111	4
14.419573	14.721399	4
15.123833	15.447852	4
15.783707	16.169866	4
16.470212	17.079782	4
17.337221	17.934955	4
18.276728	19.512142	4
19.992483	20.049267	1
20.204565	22.108730	4
22.546673	22.915078	4
23.134050	23.567554	4
