1.402595	3.839155	4
1.418330	1.549823	2
1.655467	1.795951	2
1.893729	2.036461	2
2.139857	2.274722	2
2.398348	2.534337	2
2.652344	2.790580	2
2.893977	3.033337	2
3.151344	3.276094	2
3.396349	3.531214	2
3.651468	3.781838	2
15.248730	15.437540	5
25.849114	28.285674	4
25.855857	25.992970	2
26.100862	26.235727	2
26.344743	26.475112	2
26.585252	26.723488	2
26.831380	26.969617	2
27.076385	27.210126	2
27.318018	27.452883	2
27.558527	27.700135	2
27.815894	27.951883	2
28.071014	28.205879	2
31.989964	33.923029	4
32.018061	32.147307	2
32.248456	32.383320	2
32.491212	32.624954	2
32.736217	32.875578	2
32.986841	33.125078	2
33.229598	33.367835	2
33.475727	33.607220	2
33.722979	33.858968	2
39.038905	40.944997	4
39.045649	39.172646	2
39.274919	39.412032	2
39.542401	39.676142	2
39.786282	39.920023	2
40.023419	40.157161	2
40.267300	40.401041	2
40.510057	40.643798	2
59.376539	61.588324	4
59.394521	59.527138	2
59.638402	59.774390	2
59.884530	60.023890	2
60.134030	60.272267	2
60.388026	60.525139	2
60.635278	60.775763	2
60.890398	61.024139	2
61.138774	61.277011	2
61.402885	61.542245	2
70.138761	71.181717	4
70.174725	70.310714	2
70.419730	70.553471	2
70.706318	70.843431	2
70.973800	71.108665	2
