5.103594	11.574223	2
5.308649	5.576360	1
5.821287	5.969383	1
6.248485	6.453541	1
6.718403	6.912067	1
7.171234	7.376289	1
7.621216	7.812031	1
8.074046	8.262013	1
8.518332	8.714843	1
8.942682	9.176217	1
9.426840	9.611959	1
9.868278	10.050549	1
10.321108	10.526163	1
10.759698	10.956209	1
11.263792	11.468847	1
16.860088	25.905298	2
16.976856	17.124951	1
17.412598	17.589173	1
17.868276	18.059091	1
18.312562	18.511921	1
18.785328	18.981839	1
19.241006	19.431821	1
19.679596	19.890347	1
20.129578	20.340329	1
20.605192	20.787464	1
21.072262	21.251686	1
21.513701	21.710212	1
21.963683	22.163042	1
22.413665	22.610176	1
22.860799	23.060158	1
23.316477	23.510140	1
23.780699	23.974362	1
24.227833	24.427192	1
24.694903	24.882870	1
25.142037	25.335700	1
25.592019	25.797074	1
38.413661	48.347442	2
38.538972	38.695611	1
38.940538	39.151290	1
39.436088	39.629751	1
39.891766	40.079734	1
40.361684	40.543956	1
40.794579	40.985394	1
41.253105	41.446768	1
41.703087	41.902446	1
42.155917	42.343884	1
42.608747	42.791018	1
43.055881	43.241000	1
43.503015	43.699526	1
43.947301	44.146660	1
44.402979	44.608034	1
44.841569	45.046624	1
45.305791	45.516542	1
45.761469	45.975068	1
46.214299	46.416507	1
46.684217	46.875033	1
47.151287	47.325015	1
47.592726	47.772149	1
48.056948	48.273395	1
75.483071	90.566015	2
75.548575	75.716606	1
75.972925	76.166588	1
76.445691	76.630810	1
76.904217	77.086488	1
77.365591	77.536470	1
77.798485	78.000692	1
78.274099	78.456370	1
78.715537	78.903504	1
79.182607	79.362030	1
79.632589	79.809165	1
80.076875	80.261995	1
80.541097	80.734761	1
80.985384	81.198983	1
81.446758	81.643269	1
81.899588	82.107491	1
82.380898	82.546081	1
82.825184	83.010303	1
83.297950	83.488765	1
83.759324	83.955835	1
84.234938	84.422905	1
84.693464	84.875735	1
85.129206	85.337109	1
85.619060	85.798483	1
86.069042	86.268401	1
86.530416	86.752559	1
87.000334	87.191149	1
87.475948	87.672459	1
87.937322	88.130985	1
88.395848	88.600903	1
88.871462	89.062277	1
89.341380	89.552131	1
89.805602	90.010657	1
90.295456	90.483423	1
