0.000000	0.049455	4
0.372147	0.429020	4
0.839494	0.891422	4
1.274696	1.321678	4
1.728443	1.781607	4
2.138918	2.188373	4
2.637174	2.680447	4
3.094631	3.139140	4
3.563215	3.615142	4
4.003362	4.049107	4
4.505328	4.548600	4
4.918275	4.964020	4
5.343585	5.389331	4
5.830715	5.876460	4
6.189262	6.243662	4
6.791373	6.834646	4
7.331666	7.377412	4
7.764395	7.810141	4
8.197124	8.241634	4
8.545780	8.596472	4
9.073710	9.121928	4
9.484184	9.531166	4
9.983677	10.024477	4
10.786080	10.830590	4
11.215100	11.259610	4
11.702230	11.749212	4
12.102813	12.149795	4
12.520706	12.568924	4
12.958380	13.005362	4
13.371327	13.419546	4
13.849802	13.895548	4
14.308495	14.353004	4
15.169008	15.207335	4
15.584427	15.628937	4
16.894978	16.937015	4
17.703563	17.746836	4
18.086838	18.137529	4
18.572731	18.619713	4
19.172369	19.223060	4
19.769535	19.811572	4
