1.502213	1.524468	1
3.319705	3.345669	1
4.725480	4.747735	1
6.301876	6.333404	1
7.433172	7.453573	1
8.633088	8.657198	1
9.762530	9.782930	1
10.880844	10.901244	1
12.141961	12.167925	1
13.243584	13.271403	1
14.630813	14.653068	1
15.734290	15.760254	1
16.919369	16.943479	1
18.089612	18.119285	1
19.335892	19.361856	1
20.506135	20.524681	1
21.720887	21.744997	1
23.184154	23.204554	1
24.443416	24.467526	1
25.838064	25.860319	1
27.477516	27.499771	1
28.692268	28.714523	1
29.779055	29.803164	1
31.097664	31.127337	1
33.319455	33.347274	1
34.691847	34.715957	1
37.021205	37.049024	1
37.538634	37.846495	5
38.681057	38.707022	1
40.500404	40.524514	1
41.691047	41.722575	1
43.278571	43.308244	1
45.122028	45.170247	1
46.576021	46.616822	1
47.983651	48.028161	1
49.382007	49.437644	1
50.578214	50.611596	1
51.726201	51.765147	1
52.957645	53.004009	1
54.120469	54.161270	1
55.370458	55.426096	1
56.613030	56.651976	1
58.343357	58.389721	1
59.836297	59.890080	1
