0.000000	0.522961	4
0.620634	0.939091	4
0.990598	1.001663	1
1.078479	1.309437	4
1.480365	1.806961	4
1.854781	2.679919	4
2.795907	4.179616	4
3.353460	4.297638	5
4.316969	4.702576	4
5.010859	5.352716	4
5.495157	5.811579	4
5.934688	6.391516	4
6.933807	7.227846	4
7.487291	7.772172	4
7.919064	7.926568	1
8.085542	8.092664	1
8.090629	8.302255	5
8.092664	8.100040	1
8.331761	8.791132	4
8.921363	9.371578	4
9.477391	9.585239	5
9.537419	10.428182	4
10.541626	10.811246	4
10.962843	11.353537	4
11.473595	11.831222	4
11.965524	12.281945	4
12.396915	12.774383	4
12.978378	13.376195	4
13.561368	13.848792	4
14.115869	14.123499	1
14.336143	14.343647	1
14.646969	16.378640	4
