0.026848	0.076916	1
0.496327	0.702404	2
0.496327	0.536961	1
0.536961	0.576145	1
0.576145	0.625488	1
0.625488	0.684263	1
1.220499	1.428027	2
1.220499	1.262585	1
1.262585	1.306122	1
1.306122	1.354014	1
1.354014	1.424399	1
2.128980	2.388753	2
2.128980	2.171066	1
2.171066	2.213878	1
2.213878	2.258866	1
2.258866	2.307483	1
2.307483	2.366259	1
3.051973	3.323356	2
3.051973	3.094785	1
3.094785	3.137596	1
3.137596	3.186213	1
3.186213	3.232653	1
3.232653	3.303764	1
4.133152	4.318912	2
4.133152	4.175238	1
4.175238	4.218776	1
4.218776	4.280454	1
4.913923	5.088073	2
4.916100	4.961814	1
4.961814	5.001723	1
5.003175	5.061950	1
5.569887	5.889161	2
5.584399	5.625034	1
5.625034	5.666032	1
5.666032	5.711020	1
5.711020	5.759637	1
5.759637	5.807166	1
5.809705	5.874649	1
