3.907790	3.979624	1
7.442041	7.509086	1
10.382461	10.435140	1
13.456972	13.514440	1
15.971176	16.047799	1
18.384810	18.461434	1
20.630832	20.702666	1
23.030100	23.097145	1
25.252176	25.328800	1
27.407208	27.493409	1
29.787320	29.868732	1
32.114754	32.205744	1
34.652901	34.739103	1
36.989913	37.076114	1
39.666941	39.738775	1
42.090153	42.176355	1
44.791126	44.872538	1
47.204761	47.290962	1
50.063769	50.130814	1
53.612387	53.693799	1
56.255892	56.327726	1
58.636004	58.712627	1
61.710515	61.791927	1
64.536000	64.612624	1
67.768547	67.835593	1
70.378529	70.445575	1
73.227960	73.323739	1
76.565863	76.628120	1
